T3-475;Date;T-10 (øC);T-20 (øC);T-30 (øC);T-40 (øC)
7043;03/06/2022 02:15:00;13,188;13,054;12,809;12,636
7044;03/06/2022 02:30:00;13,192;13,06;12,815;12,639
7045;03/06/2022 02:45:00;13,197;13,067;12,823;12,644
7046;03/06/2022 03:00:00;13,2;13,073;12,829;12,648
7047;03/06/2022 03:15:00;13,203;13,079;12,835;12,653
7048;03/06/2022 03:30:00;13,206;13,085;12,841;12,657
7049;03/06/2022 03:45:00;13,209;13,09;12,847;12,662
7050;03/06/2022 04:00:00;13,21;13,094;12,853;12,665
7051;03/06/2022 04:15:00;13,212;13,1;12,859;12,669
7052;03/06/2022 04:30:00;13,213;13,105;12,864;12,674
7053;03/06/2022 04:45:00;13,215;13,108;12,87;12,678
7054;03/06/2022 05:00:00;13,215;13,111;12,874;12,681
7055;03/06/2022 05:15:00;13,215;13,114;12,879;12,686
7056;03/06/2022 05:30:00;13,215;13,115;12,883;12,69
7057;03/06/2022 05:45:00;13,215;13,117;12,888;12,693
7058;03/06/2022 06:00:00;13,213;13,118;12,891;12,698
7059;03/06/2022 06:15:00;13,212;13,118;12,895;12,702
7060;03/06/2022 06:30:00;13,21;13,118;12,898;12,705
7061;03/06/2022 06:45:00;13,209;13,12;12,901;12,71
7062;03/06/2022 07:00:00;13,207;13,118;12,904;12,713
7063;03/06/2022 07:15:00;13,206;13,118;12,906;12,716
7064;03/06/2022 07:30:00;13,203;13,118;12,909;12,72
7065;03/06/2022 07:45:00;13,201;13,117;12,91;12,723
7066;03/06/2022 08:00:00;13,198;13,115;12,913;12,726
7067;03/06/2022 08:15:00;13,195;13,112;12,915;12,73
7068;03/06/2022 08:30:00;13,194;13,111;12,916;12,733
7069;03/06/2022 08:45:00;13,189;13,108;12,916;12,736
7070;03/06/2022 09:00:00;13,188;13,106;12,918;12,739
7071;03/06/2022 09:15:00;13,184;13,103;12,919;12,74
7072;03/06/2022 09:30:00;13,181;13,102;12,919;12,743
7073;03/06/2022 09:45:00;13,178;13,099;12,921;12,746
7074;03/06/2022 10:00:00;13,175;13,096;12,921;12,748
7075;03/06/2022 10:15:00;13,172;13,093;12,921;12,751
7076;03/06/2022 10:30:00;13,171;13,09;12,921;12,752
7077;03/06/2022 10:45:00;13,168;13,088;12,921;12,755
7078;03/06/2022 11:00:00;13,165;13,085;12,921;12,757
7079;03/06/2022 11:15:00;13,163;13,082;12,921;12,758
7080;03/06/2022 11:30:00;13,162;13,079;12,921;12,76
7081;03/06/2022 11:45:00;13,157;13,075;12,919;12,761
7082;03/06/2022 12:00:00;13,157;13,073;12,919;12,763
7083;03/06/2022 12:15:00;13,156;13,07;12,919;12,764
7084;03/06/2022 12:30:00;13,156;13,069;12,918;12,766
7085;03/06/2022 12:45:00;13,154;13,066;12,918;12,767
7086;03/06/2022 13:00:00;13,154;13,063;12,916;12,769
7087;03/06/2022 13:15:00;13,154;13,061;12,916;12,77
7088;03/06/2022 13:30:00;13,154;13,06;12,916;12,772
7089;03/06/2022 13:45:00;13,156;13,058;12,915;12,772
7090;03/06/2022 14:00:00;13,156;13,057;12,915;12,773
7091;03/06/2022 14:15:00;13,157;13,055;12,913;12,775
7092;03/06/2022 14:30:00;13,16;13,055;12,913;12,775
7093;03/06/2022 14:45:00;13,162;13,054;12,913;12,776
7094;03/06/2022 15:00:00;13,165;13,054;12,913;12,776
7095;03/06/2022 15:15:00;13,168;13,054;12,912;12,778
7096;03/06/2022 15:30:00;13,171;13,055;12,912;12,778
7097;03/06/2022 15:45:00;13,174;13,055;12,912;12,779
7098;03/06/2022 16:00:00;13,178;13,057;12,912;12,779
7099;03/06/2022 16:15:00;13,183;13,058;12,912;12,781
7100;03/06/2022 16:30:00;13,188;13,06;12,913;12,781
7101;03/06/2022 16:45:00;13,194;13,063;12,913;12,782
7102;03/06/2022 17:00:00;13,198;13,064;12,913;12,782
7103;03/06/2022 17:15:00;13,204;13,067;12,915;12,784
7104;03/06/2022 17:30:00;13,209;13,07;12,916;12,784
7105;03/06/2022 17:45:00;13,215;13,073;12,916;12,784
7106;03/06/2022 18:00:00;13,221;13,078;12,918;12,785
7107;03/06/2022 18:15:00;13,227;13,082;12,919;12,787
7108;03/06/2022 18:30:00;13,234;13,087;12,921;12,787
7109;03/06/2022 18:45:00;13,24;13,091;12,924;12,788
7110;03/06/2022 19:00:00;13,246;13,096;12,925;12,788
7111;03/06/2022 19:15:00;13,254;13,1;12,927;12,79
7112;03/06/2022 19:30:00;13,26;13,106;12,93;12,791
7113;03/06/2022 19:45:00;13,267;13,112;12,933;12,793
7114;03/06/2022 20:00:00;13,273;13,117;12,936;12,793
7115;03/06/2022 20:15:00;13,281;13,123;12,938;12,794
7116;03/06/2022 20:30:00;13,288;13,129;12,941;12,796
7117;03/06/2022 20:45:00;13,294;13,135;12,944;12,797
7118;03/06/2022 21:00:00;13,302;13,142;12,948;12,799
7119;03/06/2022 21:15:00;13,308;13,148;12,951;12,8
7120;03/06/2022 21:30:00;13,315;13,154;12,954;12,802
7121;03/06/2022 21:45:00;13,321;13,162;12,959;12,803
7122;03/06/2022 22:00:00;13,327;13,168;12,962;12,805
7123;03/06/2022 22:15:00;13,335;13,174;12,966;12,808
7124;03/06/2022 22:30:00;13,341;13,181;12,969;12,809
7125;03/06/2022 22:45:00;13,347;13,188;12,974;12,811
7126;03/06/2022 23:00:00;13,353;13,194;12,978;12,812
7127;03/06/2022 23:15:00;13,359;13,201;12,983;12,815
7128;03/06/2022 23:30:00;13,365;13,207;12,986;12,817
7129;03/06/2022 23:45:00;13,37;13,213;12,99;12,82
7130;04/06/2022 00:00:00;13,376;13,219;12,995;12,821
7131;04/06/2022 00:15:00;13,38;13,225;12,999;12,825
7132;04/06/2022 00:30:00;13,385;13,231;13,004;12,826
7133;04/06/2022 00:45:00;13,391;13,237;13,008;12,829
7134;04/06/2022 01:00:00;13,395;13,243;13,011;12,832
7135;04/06/2022 01:15:00;13,4;13,248;13,016;12,834
7136;04/06/2022 01:30:00;13,404;13,254;13,02;12,837
7137;04/06/2022 01:45:00;13,407;13,258;13,025;12,84
7138;04/06/2022 02:00:00;13,412;13,263;13,028;12,841
7139;04/06/2022 02:15:00;13,415;13,267;13,032;12,844
7140;04/06/2022 02:30:00;13,419;13,273;13,037;12,847
7141;04/06/2022 02:45:00;13,422;13,278;13,041;12,85
7142;04/06/2022 03:00:00;13,425;13,281;13,044;12,853
7143;04/06/2022 03:15:00;13,43;13,285;13,049;12,856
7144;04/06/2022 03:30:00;13,433;13,29;13,052;12,858
7145;04/06/2022 03:45:00;13,436;13,293;13,057;12,861
7146;04/06/2022 04:00:00;13,439;13,297;13,06;12,864
7147;04/06/2022 04:15:00;13,442;13,302;13,064;12,867
7148;04/06/2022 04:30:00;13,445;13,305;13,067;12,87
7149;04/06/2022 04:45:00;13,448;13,308;13,07;12,873
7150;04/06/2022 05:00:00;13,452;13,311;13,075;12,874
7151;04/06/2022 05:15:00;13,455;13,315;13,078;12,877
7152;04/06/2022 05:30:00;13,458;13,318;13,081;12,88
7153;04/06/2022 05:45:00;13,461;13,321;13,084;12,883
7154;04/06/2022 06:00:00;13,466;13,324;13,088;12,886
7155;04/06/2022 06:15:00;13,469;13,327;13,091;12,888
7156;04/06/2022 06:30:00;13,473;13,33;13,094;12,891
7157;04/06/2022 06:45:00;13,478;13,333;13,097;12,894
7158;04/06/2022 07:00:00;13,482;13,336;13,1;12,897
7159;04/06/2022 07:15:00;13,488;13,338;13,103;12,9
7160;04/06/2022 07:30:00;13,493;13,341;13,105;12,903
7161;04/06/2022 07:45:00;13,499;13,344;13,108;12,904
7162;04/06/2022 08:00:00;13,505;13,347;13,111;12,907
7163;04/06/2022 08:15:00;13,511;13,351;13,114;12,91
7164;04/06/2022 08:30:00;13,518;13,354;13,117;12,913
7165;04/06/2022 08:45:00;13,524;13,357;13,12;12,915
7166;04/06/2022 09:00:00;13,532;13,362;13,123;12,918
7167;04/06/2022 09:15:00;13,541;13,367;13,124;12,921
7168;04/06/2022 09:30:00;13,548;13,37;13,127;12,922
7169;04/06/2022 09:45:00;13,557;13,374;13,13;12,925
7170;04/06/2022 10:00:00;13,566;13,38;13,133;12,929
7171;04/06/2022 10:15:00;13,575;13,385;13,136;12,932
7172;04/06/2022 10:30:00;13,586;13,391;13,139;12,933
7173;04/06/2022 10:45:00;13,596;13,397;13,142;12,936
7174;04/06/2022 11:00:00;13,607;13,403;13,147;12,939
7175;04/06/2022 11:15:00;13,619;13,409;13,15;12,941
7176;04/06/2022 11:30:00;13,629;13,416;13,153;12,944
7177;04/06/2022 11:45:00;13,643;13,422;13,157;12,947
7178;04/06/2022 12:00:00;13,655;13,43;13,16;12,948
7179;04/06/2022 12:15:00;13,669;13,437;13,165;12,951
7180;04/06/2022 12:30:00;13,682;13,446;13,169;12,954
7181;04/06/2022 12:45:00;13,696;13,455;13,174;12,957
7182;04/06/2022 13:00:00;13,711;13,464;13,178;12,96
7183;04/06/2022 13:15:00;13,724;13,473;13,183;12,963
7184;04/06/2022 13:30:00;13,739;13,482;13,189;12,965
7185;04/06/2022 13:45:00;13,754;13,493;13,194;12,968
7186;04/06/2022 14:00:00;13,769;13,503;13,2;12,971
7187;04/06/2022 14:15:00;13,786;13,514;13,204;12,974
7188;04/06/2022 14:30:00;13,801;13,524;13,21;12,977
7189;04/06/2022 14:45:00;13,817;13,536;13,216;12,98
7190;04/06/2022 15:00:00;13,834;13,548;13,222;12,984
7191;04/06/2022 15:15:00;13,85;13,56;13,228;12,987
7192;04/06/2022 15:30:00;13,865;13,572;13,234;12,99
7193;04/06/2022 15:45:00;13,882;13,584;13,242;12,993
7194;04/06/2022 16:00:00;13,9;13,598;13,249;12,998
7195;04/06/2022 16:15:00;13,916;13,61;13,255;13,001
7196;04/06/2022 16:30:00;13,933;13,623;13,263;13,005
7197;04/06/2022 16:45:00;13,949;13,637;13,27;13,008
7198;04/06/2022 17:00:00;13,964;13,651;13,278;13,013
7199;04/06/2022 17:15:00;13,981;13,664;13,287;13,017
7200;04/06/2022 17:30:00;13,997;13,678;13,294;13,022
7201;04/06/2022 17:45:00;14,012;13,691;13,303;13,025
7202;04/06/2022 18:00:00;14,029;13,706;13,311;13,029
7203;04/06/2022 18:15:00;14,044;13,72;13,32;13,034
7204;04/06/2022 18:30:00;14,059;13,733;13,329;13,038
7205;04/06/2022 18:45:00;14,074;13,748;13,338;13,044
7206;04/06/2022 19:00:00;14,089;13,762;13,347;13,049
7207;04/06/2022 19:15:00;14,102;13,777;13,356;13,054
7208;04/06/2022 19:30:00;14,117;13,79;13,365;13,06
7209;04/06/2022 19:45:00;14,131;13,804;13,374;13,064
7210;04/06/2022 20:00:00;14,144;13,817;13,383;13,07
7211;04/06/2022 20:15:00;14,158;13,831;13,392;13,075
7212;04/06/2022 20:30:00;14,17;13,844;13,403;13,081
7213;04/06/2022 20:45:00;14,182;13,856;13,412;13,085
7214;04/06/2022 21:00:00;14,194;13,87;13,421;13,091
7215;04/06/2022 21:15:00;14,206;13,883;13,431;13,097
7216;04/06/2022 21:30:00;14,216;13,895;13,44;13,103
7217;04/06/2022 21:45:00;14,228;13,907;13,449;13,109
7218;04/06/2022 22:00:00;14,237;13,919;13,458;13,114
7219;04/06/2022 22:15:00;14,246;13,93;13,467;13,12
7220;04/06/2022 22:30:00;14,256;13,942;13,476;13,126
7221;04/06/2022 22:45:00;14,265;13,952;13,487;13,133
7222;04/06/2022 23:00:00;14,273;13,963;13,496;13,139
7223;04/06/2022 23:15:00;14,282;13,975;13,505;13,145
7224;04/06/2022 23:30:00;14,289;13,984;13,514;13,151
7225;04/06/2022 23:45:00;14,297;13,994;13,523;13,157
7226;05/06/2022 00:00:00;14,303;14,003;13,53;13,163
7227;05/06/2022 00:15:00;14,309;14,012;13,539;13,169
7228;05/06/2022 00:30:00;14,315;14,021;13,548;13,175
7229;05/06/2022 00:45:00;14,321;14,029;13,556;13,183
7230;05/06/2022 01:00:00;14,325;14,036;13,563;13,189
7231;05/06/2022 01:15:00;14,33;14,044;13,572;13,195
7232;05/06/2022 01:30:00;14,334;14,051;13,58;13,201
7233;05/06/2022 01:45:00;14,337;14,059;13,587;13,207
7234;05/06/2022 02:00:00;14,34;14,065;13,595;13,213
7235;05/06/2022 02:15:00;14,343;14,071;13,602;13,221
7236;05/06/2022 02:30:00;14,346;14,075;13,61;13,227
7237;05/06/2022 02:45:00;14,348;14,081;13,616;13,233
7238;05/06/2022 03:00:00;14,351;14,086;13,623;13,239
7239;05/06/2022 03:15:00;14,351;14,089;13,629;13,245
7240;05/06/2022 03:30:00;14,352;14,093;13,635;13,251
7241;05/06/2022 03:45:00;14,354;14,096;13,642;13,257
7242;05/06/2022 04:00:00;14,354;14,099;13,648;13,263
7243;05/06/2022 04:15:00;14,354;14,102;13,652;13,269
7244;05/06/2022 04:30:00;14,354;14,105;13,658;13,273
7245;05/06/2022 04:45:00;14,354;14,107;13,663;13,279
7246;05/06/2022 05:00:00;14,354;14,11;13,669;13,285
7247;05/06/2022 05:15:00;14,352;14,111;13,673;13,291
7248;05/06/2022 05:30:00;14,352;14,113;13,678;13,296
7249;05/06/2022 05:45:00;14,351;14,113;13,682;13,302
7250;05/06/2022 06:00:00;14,349;14,114;13,687;13,306
7251;05/06/2022 06:15:00;14,348;14,116;13,69;13,312
7252;05/06/2022 06:30:00;14,348;14,116;13,694;13,317
7253;05/06/2022 06:45:00;14,345;14,116;13,697;13,321
7254;05/06/2022 07:00:00;14,343;14,116;13,7;13,326
7255;05/06/2022 07:15:00;14,342;14,116;13,705;13,332
7256;05/06/2022 07:30:00;14,34;14,114;13,706;13,336
7257;05/06/2022 07:45:00;14,337;14,114;13,709;13,341
7258;05/06/2022 08:00:00;14,336;14,114;13,712;13,345
7259;05/06/2022 08:15:00;14,334;14,113;13,715;13,35
7260;05/06/2022 08:30:00;14,333;14,111;13,717;13,354
7261;05/06/2022 08:45:00;14,33;14,111;13,72;13,359
7262;05/06/2022 09:00:00;14,328;14,11;13,721;13,362
7263;05/06/2022 09:15:00;14,327;14,108;13,724;13,367
7264;05/06/2022 09:30:00;14,325;14,107;13,726;13,371
7265;05/06/2022 09:45:00;14,324;14,105;13,727;13,374
7266;05/06/2022 10:00:00;14,322;14,104;13,729;13,379
7267;05/06/2022 10:15:00;14,321;14,102;13,73;13,382
7268;05/06/2022 10:30:00;14,321;14,101;13,732;13,385
7269;05/06/2022 10:45:00;14,319;14,099;13,733;13,389
7270;05/06/2022 11:00:00;14,319;14,098;13,733;13,392
7271;05/06/2022 11:15:00;14,318;14,096;13,735;13,395
7272;05/06/2022 11:30:00;14,318;14,095;13,736;13,398
7273;05/06/2022 11:45:00;14,318;14,095;13,738;13,401
7274;05/06/2022 12:00:00;14,318;14,093;13,738;13,404
7275;05/06/2022 12:15:00;14,319;14,092;13,739;13,407
7276;05/06/2022 12:30:00;14,319;14,092;13,741;13,41
7277;05/06/2022 12:45:00;14,321;14,092;13,741;13,413
7278;05/06/2022 13:00:00;14,321;14,09;13,742;13,416
7279;05/06/2022 13:15:00;14,322;14,09;13,744;13,419
7280;05/06/2022 13:30:00;14,324;14,09;13,744;13,421
7281;05/06/2022 13:45:00;14,325;14,092;13,745;13,424
7282;05/06/2022 14:00:00;14,328;14,092;13,747;13,427
7283;05/06/2022 14:15:00;14,33;14,092;13,747;13,428
7284;05/06/2022 14:30:00;14,333;14,093;13,748;13,431
7285;05/06/2022 14:45:00;14,334;14,095;13,75;13,434
7286;05/06/2022 15:00:00;14,337;14,096;13,751;13,436
7287;05/06/2022 15:15:00;14,34;14,098;13,753;13,439
7288;05/06/2022 15:30:00;14,343;14,099;13,754;13,44
7289;05/06/2022 15:45:00;14,346;14,101;13,756;13,443
7290;05/06/2022 16:00:00;14,349;14,102;13,757;13,445
7291;05/06/2022 16:15:00;14,352;14,105;13,759;13,448
7292;05/06/2022 16:30:00;14,357;14,108;13,76;13,449
7293;05/06/2022 16:45:00;14,36;14,11;13,762;13,452
7294;05/06/2022 17:00:00;14,364;14,113;13,765;13,454
7295;05/06/2022 17:15:00;14,367;14,116;13,766;13,457
7296;05/06/2022 17:30:00;14,37;14,119;13,768;13,458
7297;05/06/2022 17:45:00;14,375;14,122;13,771;13,461
7298;05/06/2022 18:00:00;14,378;14,125;13,772;13,463
7299;05/06/2022 18:15:00;14,381;14,128;13,775;13,466
7300;05/06/2022 18:30:00;14,384;14,131;13,778;13,467
7301;05/06/2022 18:45:00;14,388;14,135;13,78;13,47
7302;05/06/2022 19:00:00;14,391;14,138;13,783;13,472
7303;05/06/2022 19:15:00;14,394;14,143;13,786;13,475
7304;05/06/2022 19:30:00;14,397;14,146;13,789;13,476
7305;05/06/2022 19:45:00;14,4;14,15;13,792;13,479
7306;05/06/2022 20:00:00;14,403;14,153;13,795;13,482
7307;05/06/2022 20:15:00;14,406;14,158;13,798;13,484
7308;05/06/2022 20:30:00;14,409;14,161;13,801;13,487
7309;05/06/2022 20:45:00;14,411;14,164;13,804;13,488
7310;05/06/2022 21:00:00;14,412;14,168;13,807;13,491
7311;05/06/2022 21:15:00;14,415;14,171;13,81;13,494
7312;05/06/2022 21:30:00;14,417;14,176;13,813;13,496
7313;05/06/2022 21:45:00;14,418;14,179;13,816;13,499
7314;05/06/2022 22:00:00;14,42;14,182;13,819;13,502
7315;05/06/2022 22:15:00;14,42;14,185;13,822;13,505
7316;05/06/2022 22:30:00;14,421;14,188;13,825;13,508
7317;05/06/2022 22:45:00;14,421;14,191;13,828;13,509
7318;05/06/2022 23:00:00;14,421;14,192;13,831;13,512
7319;05/06/2022 23:15:00;14,421;14,195;13,834;13,515
7320;05/06/2022 23:30:00;14,421;14,197;13,837;13,518
7321;05/06/2022 23:45:00;14,42;14,198;13,84;13,52
7322;06/06/2022 00:00:00;14,418;14,201;13,843;13,523
7323;06/06/2022 00:15:00;14,417;14,201;13,846;13,526
7324;06/06/2022 00:30:00;14,414;14,203;13,849;13,529
7325;06/06/2022 00:45:00;14,412;14,204;13,85;13,53
7326;06/06/2022 01:00:00;14,409;14,204;13,853;13,533
7327;06/06/2022 01:15:00;14,406;14,204;13,855;13,536
7328;06/06/2022 01:30:00;14,402;14,204;13,858;13,539
7329;06/06/2022 01:45:00;14,397;14,204;13,859;13,541
7330;06/06/2022 02:00:00;14,393;14,203;13,861;13,544
7331;06/06/2022 02:15:00;14,388;14,203;13,862;13,547
7332;06/06/2022 02:30:00;14,382;14,201;13,865;13,548
7333;06/06/2022 02:45:00;14,378;14,2;13,865;13,551
7334;06/06/2022 03:00:00;14,372;14,197;13,867;13,554
7335;06/06/2022 03:15:00;14,366;14,195;13,868;13,556
7336;06/06/2022 03:30:00;14,358;14,192;13,87;13,559
7337;06/06/2022 03:45:00;14,352;14,189;13,87;13,56
7338;06/06/2022 04:00:00;14,345;14,186;13,871;13,563
7339;06/06/2022 04:15:00;14,337;14,182;13,871;13,565
7340;06/06/2022 04:30:00;14,33;14,179;13,871;13,566
7341;06/06/2022 04:45:00;14,322;14,174;13,871;13,569
7342;06/06/2022 05:00:00;14,315;14,17;13,871;13,571
7343;06/06/2022 05:15:00;14,306;14,164;13,871;13,572
7344;06/06/2022 05:30:00;14,298;14,159;13,871;13,575
7345;06/06/2022 05:45:00;14,291;14,153;13,87;13,577
7346;06/06/2022 06:00:00;14,282;14,147;13,868;13,578
7347;06/06/2022 06:15:00;14,274;14,141;13,867;13,58
7348;06/06/2022 06:30:00;14,265;14,134;13,865;13,581
7349;06/06/2022 06:45:00;14,258;14,128;13,864;13,581
7350;06/06/2022 07:00:00;14,249;14,122;13,862;13,583
7351;06/06/2022 07:15:00;14,241;14,114;13,861;13,584
7352;06/06/2022 07:30:00;14,234;14,107;13,858;13,586
7353;06/06/2022 07:45:00;14,226;14,101;13,855;13,586
7354;06/06/2022 08:00:00;14,219;14,093;13,853;13,587
7355;06/06/2022 08:15:00;14,211;14,086;13,85;13,587
7356;06/06/2022 08:30:00;14,204;14,08;13,847;13,589
7357;06/06/2022 08:45:00;14,197;14,072;13,844;13,589
7358;06/06/2022 09:00:00;14,191;14,065;13,841;13,589
7359;06/06/2022 09:15:00;14,183;14,059;13,838;13,589
7360;06/06/2022 09:30:00;14,177;14,051;13,835;13,589
7361;06/06/2022 09:45:00;14,171;14,045;13,832;13,59
7362;06/06/2022 10:00:00;14,167;14,038;13,829;13,589
7363;06/06/2022 10:15:00;14,162;14,032;13,825;13,589
7364;06/06/2022 10:30:00;14,158;14,026;13,822;13,589
7365;06/06/2022 10:45:00;14,153;14,02;13,819;13,589
7366;06/06/2022 11:00:00;14,15;14,014;13,814;13,589
7367;06/06/2022 11:15:00;14,146;14,008;13,811;13,587
7368;06/06/2022 11:30:00;14,144;14,003;13,808;13,587
7369;06/06/2022 11:45:00;14,141;13,999;13,805;13,587
7370;06/06/2022 12:00:00;14,14;13,994;13,802;13,586
7371;06/06/2022 12:15:00;14,138;13,99;13,798;13,586
7372;06/06/2022 12:30:00;14,138;13,987;13,795;13,584
7373;06/06/2022 12:45:00;14,138;13,982;13,792;13,584
7374;06/06/2022 13:00:00;14,138;13,979;13,79;13,583
7375;06/06/2022 13:15:00;14,14;13,978;13,787;13,583
7376;06/06/2022 13:30:00;14,14;13,975;13,784;13,581
7377;06/06/2022 13:45:00;14,143;13,973;13,781;13,58
7378;06/06/2022 14:00:00;14,144;13,972;13,78;13,58
7379;06/06/2022 14:15:00;14,147;13,97;13,777;13,578
7380;06/06/2022 14:30:00;14,15;13,97;13,775;13,578
7381;06/06/2022 14:45:00;14,153;13,97;13,774;13,577
7382;06/06/2022 15:00:00;14,156;13,97;13,772;13,575
7383;06/06/2022 15:15:00;14,161;13,97;13,771;13,575
7384;06/06/2022 15:30:00;14,165;13,972;13,769;13,574
7385;06/06/2022 15:45:00;14,17;13,973;13,768;13,574
7386;06/06/2022 16:00:00;14,174;13,975;13,768;13,572
7387;06/06/2022 16:15:00;14,179;13,978;13,768;13,572
7388;06/06/2022 16:30:00;14,185;13,981;13,766;13,571
7389;06/06/2022 16:45:00;14,189;13,982;13,766;13,571
7390;06/06/2022 17:00:00;14,195;13,987;13,766;13,569
7391;06/06/2022 17:15:00;14,201;13,99;13,768;13,569
7392;06/06/2022 17:30:00;14,207;13,993;13,768;13,569
7393;06/06/2022 17:45:00;14,213;13,997;13,768;13,568
7394;06/06/2022 18:00:00;14,219;14,002;13,769;13,568
7395;06/06/2022 18:15:00;14,225;14,006;13,771;13,568
7396;06/06/2022 18:30:00;14,231;14,011;13,772;13,568
7397;06/06/2022 18:45:00;14,238;14,015;13,774;13,568
7398;06/06/2022 19:00:00;14,244;14,021;13,775;13,568
7399;06/06/2022 19:15:00;14,25;14,027;13,777;13,568
7400;06/06/2022 19:30:00;14,256;14,032;13,78;13,568
7401;06/06/2022 19:45:00;14,264;14,038;13,781;13,569
7402;06/06/2022 20:00:00;14,27;14,044;13,784;13,569
7403;06/06/2022 20:15:00;14,276;14,05;13,787;13,569
7404;06/06/2022 20:30:00;14,282;14,056;13,789;13,571
7405;06/06/2022 20:45:00;14,288;14,062;13,792;13,571
7406;06/06/2022 21:00:00;14,294;14,068;13,795;13,572
7407;06/06/2022 21:15:00;14,298;14,074;13,798;13,572
7408;06/06/2022 21:30:00;14,304;14,08;13,802;13,574
7409;06/06/2022 21:45:00;14,31;14,086;13,805;13,575
7410;06/06/2022 22:00:00;14,315;14,092;13,808;13,575
7411;06/06/2022 22:15:00;14,319;14,098;13,811;13,577
7412;06/06/2022 22:30:00;14,324;14,102;13,816;13,578
7413;06/06/2022 22:45:00;14,328;14,108;13,819;13,58
7414;06/06/2022 23:00:00;14,333;14,114;13,822;13,581
7415;06/06/2022 23:15:00;14,336;14,119;13,826;13,583
7416;06/06/2022 23:30:00;14,34;14,125;13,829;13,584
7417;06/06/2022 23:45:00;14,343;14,129;13,834;13,586
7418;07/06/2022 00:00:00;14,346;14,134;13,837;13,589
7419;07/06/2022 00:15:00;14,349;14,138;13,841;13,59
7420;07/06/2022 00:30:00;14,351;14,143;13,844;13,592
7421;07/06/2022 00:45:00;14,352;14,147;13,847;13,593
7422;07/06/2022 01:00:00;14,355;14,152;13,852;13,596
7423;07/06/2022 01:15:00;14,357;14,155;13,855;13,598
7424;07/06/2022 01:30:00;14,357;14,159;13,858;13,599
7425;07/06/2022 01:45:00;14,358;14,162;13,861;13,601
7426;07/06/2022 02:00:00;14,358;14,165;13,864;13,604
7427;07/06/2022 02:15:00;14,36;14,168;13,867;13,605
7428;07/06/2022 02:30:00;14,36;14,171;13,87;13,608
7429;07/06/2022 02:45:00;14,36;14,173;13,873;13,61
7430;07/06/2022 03:00:00;14,36;14,176;13,876;13,611
7431;07/06/2022 03:15:00;14,358;14,177;13,879;13,614
7432;07/06/2022 03:30:00;14,358;14,179;13,882;13,616
7433;07/06/2022 03:45:00;14,357;14,18;13,885;13,619
7434;07/06/2022 04:00:00;14,357;14,182;13,886;13,62
7435;07/06/2022 04:15:00;14,355;14,182;13,889;13,622
7436;07/06/2022 04:30:00;14,354;14,182;13,891;13,625
7437;07/06/2022 04:45:00;14,351;14,183;13,894;13,626
7438;07/06/2022 05:00:00;14,349;14,183;13,895;13,629
7439;07/06/2022 05:15:00;14,348;14,183;13,897;13,631
7440;07/06/2022 05:30:00;14,346;14,183;13,898;13,632
7441;07/06/2022 05:45:00;14,343;14,182;13,9;13,634
7442;07/06/2022 06:00:00;14,34;14,182;13,901;13,637
7443;07/06/2022 06:15:00;14,339;14,18;13,903;13,638
7444;07/06/2022 06:30:00;14,336;14,179;13,903;13,64
7445;07/06/2022 06:45:00;14,333;14,177;13,904;13,642
7446;07/06/2022 07:00:00;14,331;14,177;13,904;13,645
7447;07/06/2022 07:15:00;14,328;14,174;13,906;13,646
