case,pm,gradient,model,t_s,value
TH2,PM1,0,3,109800,-0.439413
TH2,PM1,0,3,111600,-0.425605
TH2,PM1,0,3,114300,-0.402159
TH2,PM1,0,3,116100,-0.383868
TH2,PM1,0,3,117900,-0.362235
TH2,PM1,0,3,120600,-0.317697
TH2,PM1,0,3,122400,-0.266373
TH2,PM1,0,3,125100,0.77509
TH2,PM1,0,3,126900,1.04244
TH2,PM1,0,3,129600,1.28116
TH2,PM1,0,3,131400,1.39345
TH2,PM1,0,3,134100,1.52866
TH2,PM1,0,3,135900,1.60421
TH2,PM1,0,3,137700,1.67164
TH2,PM1,0,3,140400,1.75812
TH2,PM1,0,3,142200,1.81093
TH2,PM1,0,3,144900,1.88088
TH2,PM1,0,3,146700,1.92416
TH2,PM1,0,3,149400,1.98241
TH2,PM1,0,3,151200,2.01966
TH2,PM1,0,3,153000,2.05456
TH2,PM1,0,3,155700,2.10429
TH2,PM1,0,3,157500,2.13564
TH2,PM1,0,3,160200,2.17921
TH2,PM1,0,3,162000,2.20774
TH2,PM1,0,3,164700,2.24817
TH2,PM1,0,3,166500,2.27292
TH2,PM1,0,3,168300,2.29765
TH2,PM1,0,3,171000,2.33425
TH2,PM1,0,3,172800,2.35754
TH2,PM1,0,3,175500,2.39065
TH2,PM1,0,3,177300,2.41243
TH2,PM1,0,3,180000,2.44451
TH2,PM1,0,3,181800,2.46524
TH2,PM1,0,3,184500,2.49472
TH2,PM1,0,3,186300,2.51429
TH2,PM1,0,3,188100,2.53365
TH2,PM1,0,3,190800,2.56168
TH2,PM1,0,3,192600,2.57956
TH2,PM1,0,3,195300,2.60633
TH2,PM1,0,3,197100,2.62388
TH2,PM1,0,3,199800,2.64942
TH2,PM1,0,3,201600,2.66588
TH2,PM1,0,3,203400,2.68231
TH2,PM1,0,3,206100,2.70653
TH2,PM1,0,3,207900,2.72214
TH2,PM1,0,3,210600,2.74518
TH2,PM1,0,3,212400,2.76042
TH2,PM1,0,3,215100,2.78282
TH2,PM1,0,3,216900,2.79711
TH2,PM1,0,3,218700,2.81137
TH2,PM1,0,3,221400,2.8327
TH2,PM1,0,3,223200,2.84667
TH2,PM1,0,3,225900,2.86724
TH2,PM1,0,3,227700,2.8804
TH2,PM1,0,3,230400,2.9001
TH2,PM1,0,3,232200,2.91319
TH2,PM1,0,3,234900,2.93241
TH2,PM1,0,3,236700,2.94505
TH2,PM1,0,3,238500,2.95723
TH2,PM1,0,3,241200,2.97546
TH2,PM1,0,3,243000,2.98757
TH2,PM1,0,3,245700,3.00535
TH2,PM1,0,3,247500,3.01701
TH2,PM1,0,3,250200,3.03402
TH2,PM1,0,3,252000,3.04512
TH2,PM1,0,3,253800,3.05621
TH2,PM1,0,3,256500,3.07279
TH2,PM1,0,3,258300,3.0837
TH2,PM1,0,3,261000,3.09969
TH2,PM1,0,3,262800,3.11021
TH2,PM1,0,3,265500,3.12547
TH2,PM1,0,3,267300,3.13561
TH2,PM1,0,3,269100,3.14573
TH2,PM1,0,3,271800,3.16079
TH2,PM1,0,3,273600,3.1706
TH2,PM1,0,3,276300,3.18517
TH2,PM1,0,3,278100,3.19452
TH2,PM1,0,3,280800,3.2085
TH2,PM1,0,3,282600,3.21779
TH2,PM1,0,3,285300,3.23163
TH2,PM1,0,3,287100,3.24067
TH2,PM1,0,3,288900,3.24962
TH2,PM1,0,3,291600,3.26272
TH2,PM1,0,3,293400,3.27129
TH2,PM1,0,3,296100,3.28409
TH2,PM1,0,3,297900,3.29261
TH2,PM1,0,3,300600,3.30522
TH2,PM1,0,3,302400,3.31344
TH2,PM1,0,3,304200,3.32165
TH2,PM1,0,3,306900,3.33351
TH2,PM1,0,3,308700,3.34137
TH2,PM1,0,3,311400,3.35313
TH2,PM1,0,3,313200,3.36092
TH2,PM1,0,3,315900,3.37241
TH2,PM1,0,3,317700,3.37996
TH2,PM1,0,3,319500,3.38739
TH2,PM1,0,3,322200,3.39826
TH2,PM1,0,3,324000,3.40549
TH2,PM1,0,3,326700,3.4163
TH2,PM1,0,3,328500,3.42343
TH2,PM1,0,3,331200,3.43392
TH2,PM1,0,3,333000,3.44087
TH2,PM1,0,3,335700,3.45092
TH2,PM1,0,3,337500,3.45759
TH2,PM1,0,3,339300,3.46424
TH2,PM1,0,3,342000,3.47416
TH2,PM1,0,3,343800,3.48068
TH2,PM1,0,3,346500,3.49031
TH2,PM1,0,3,348300,3.4966
TH2,PM1,0,3,351000,3.50584
TH2,PM1,0,3,352800,3.51199
TH2,PM1,0,3,354600,3.51811
TH2,PM1,0,3,357300,3.52722
TH2,PM1,0,3,359100,3.53317
TH2,PM1,0,3,361800,3.54203
TH2,PM1,0,3,363600,3.54772
TH2,PM1,0,3,366300,3.55624
TH2,PM1,0,3,368100,3.5619
TH2,PM1,0,3,369900,3.56754
TH2,PM1,0,3,372600,3.57586
TH2,PM1,0,3,374400,3.58129
TH2,PM1,0,3,377100,3.58934
TH2,PM1,0,3,378900,3.59468
TH2,PM1,0,3,381600,3.60238
TH2,PM1,0,3,383400,3.60743
TH2,PM1,0,3,386100,3.61497
TH2,PM1,0,3,387900,3.61998
TH2,PM1,0,3,389700,3.62498
TH2,PM1,0,3,392400,3.63244
TH2,PM1,0,3,394200,3.63733
TH2,PM1,0,3,396900,3.64456
TH2,PM1,0,3,398700,3.64929
TH2,PM1,0,3,401400,3.65636
TH2,PM1,0,3,403200,3.66092
TH2,PM1,0,3,405000,3.66538
TH2,PM1,0,3,407700,3.67204
TH2,PM1,0,3,409500,3.67646
TH2,PM1,0,3,412200,3.68306
TH2,PM1,0,3,414000,3.68744
TH2,PM1,0,3,416700,3.69393
TH2,PM1,0,3,418500,3.6982
TH2,PM1,0,3,420300,3.70237
TH2,PM1,0,3,423000,3.7086
TH2,PM1,0,3,424800,3.71271
TH2,PM1,0,3,427500,3.7186
TH2,PM1,0,3,429300,3.7225
TH2,PM1,0,3,432000,3.72833
TH2,PM1,0,3,433800,3.7322
TH2,PM1,0,3,436500,3.73797
TH2,PM1,0,3,438300,3.74178
TH2,PM1,0,3,440100,3.74555
TH2,PM1,0,3,442800,3.75107
TH2,PM1,0,3,444600,3.75471
TH2,PM1,0,3,447300,3.76013
TH2,PM1,0,3,449100,3.76358
TH2,PM1,0,3,451800,3.76872
TH2,PM1,0,3,453600,3.77212
TH2,PM1,0,3,455400,3.77551
TH2,PM1,0,3,458100,3.78057
TH2,PM1,0,3,459900,3.78392
TH2,PM1,0,3,462600,3.78886
TH2,PM1,0,3,464400,3.79208
TH2,PM1,0,3,467100,3.79685
TH2,PM1,0,3,468900,3.80001
TH2,PM1,0,3,470700,3.80309
TH2,PM1,0,3,473400,3.80758
TH2,PM1,0,3,475200,3.81055
TH2,PM1,0,3,477900,3.81498
TH2,PM1,0,3,479700,3.81792
TH2,PM1,0,3,482400,3.82228
TH2,PM1,0,3,484200,3.82515
TH2,PM1,0,3,486900,3.82937
TH2,PM1,0,3,488700,3.83213
TH2,PM1,0,3,490500,3.83488
TH2,PM1,0,3,493200,3.83891
TH2,PM1,0,3,495000,3.8415
TH2,PM1,0,3,497700,3.84537
TH2,PM1,0,3,499500,3.84792
TH2,PM1,0,3,502200,3.85173
TH2,PM1,0,3,504000,3.85424
TH2,PM1,0,3,505800,3.85673
TH2,PM1,0,3,508500,3.8604
TH2,PM1,0,3,510300,3.86278
TH2,PM1,0,3,513000,3.86632
TH2,PM1,0,3,514800,3.86866
TH2,PM1,0,3,517500,3.87201
TH2,PM1,0,3,519300,3.87422
TH2,PM1,0,3,521100,3.87642
TH2,PM1,0,3,523800,3.87968
TH2,PM1,0,3,525600,3.88183
TH2,PM1,0,3,528300,3.88502
TH2,PM1,0,3,530100,3.88711
TH2,PM1,0,3,532800,3.89017
TH2,PM1,0,3,534600,3.89218
TH2,PM1,0,3,537300,3.89516
TH2,PM1,0,3,539100,3.89706
TH2,PM1,0,3,540900,3.89894
TH2,PM1,0,3,543600,3.90174
TH2,PM1,0,3,545400,3.90357
TH2,PM1,0,3,548100,3.9063
TH2,PM1,0,3,549900,3.90809
TH2,PM1,0,3,552600,3.91073
TH2,PM1,0,3,554400,3.91245
TH2,PM1,0,3,556200,3.91413
TH2,PM1,0,3,558900,3.91663
TH2,PM1,0,3,560700,3.91825
TH2,PM1,0,3,563400,3.92062
TH2,PM1,0,3,565200,3.92217
TH2,PM1,0,3,567900,3.92447
TH2,PM1,0,3,569700,3.92597
TH2,PM1,0,3,571500,3.92746
TH2,PM1,0,3,574200,3.92964
TH2,PM1,0,3,576000,3.93107
TH2,PM1,0,3,578700,3.93315
TH2,PM1,0,3,580500,3.93452
TH2,PM1,0,3,583200,3.93652
TH2,PM1,0,3,585000,3.93781
TH2,PM1,0,3,587700,3.93971
TH2,PM1,0,3,589500,3.94095
TH2,PM1,0,3,591300,3.94217
TH2,PM1,0,3,594000,3.94397
TH2,PM1,0,3,595800,3.94514
TH2,PM1,0,3,598500,3.94682
TH2,PM1,0,3,600300,3.94792
TH2,PM1,0,3,603000,3.94954
TH2,PM1,0,3,604800,3.9506
TH2,PM1,0,4,36,-5
TH2,PM1,0,4,576,-4.91651
TH2,PM1,0,4,1116,-4.26533
TH2,PM1,0,4,1692,-3.38879
TH2,PM1,0,4,2232,-2.70621
TH2,PM1,0,4,2772,-2.19002
TH2,PM1,0,4,3312,-1.81676
TH2,PM1,0,4,3888,-1.54982
TH2,PM1,0,4,4428,-1.4006
TH2,PM1,0,4,4968,-1.31265
TH2,PM1,0,4,5508,-1.25569
TH2,PM1,0,4,6084,-1.21244
TH2,PM1,0,4,6624,-1.18129
TH2,PM1,0,4,7164,-1.15586
TH2,PM1,0,4,7704,-1.13436
TH2,PM1,0,4,8280,-1.11456
TH2,PM1,0,4,8820,-1.09821
TH2,PM1,0,4,9360,-1.08352
TH2,PM1,0,4,9900,-1.07017
TH2,PM1,0,4,10476,-1.05714
TH2,PM1,0,4,11016,-1.04586
TH2,PM1,0,4,11556,-1.03535
TH2,PM1,0,4,12096,-1.02551
TH2,PM1,0,4,12672,-1.01565
TH2,PM1,0,4,13212,-1.00692
TH2,PM1,0,4,13752,-0.998636
TH2,PM1,0,4,14292,-0.990747
TH2,PM1,0,4,14868,-0.982722
TH2,PM1,0,4,15408,-0.975527
TH2,PM1,0,4,15948,-0.968621
TH2,PM1,0,4,16488,-0.961978
TH2,PM1,0,4,17064,-0.955155
TH2,PM1,0,4,17604,-0.948987
TH2,PM1,0,4,18144,-0.94302
TH2,PM1,0,4,18684,-0.93724
TH2,PM1,0,4,19260,-0.931266
TH2,PM1,0,4,19800,-0.925831
TH2,PM1,0,4,20340,-0.920546
TH2,PM1,0,4,20880,-0.915401
TH2,PM1,0,4,21456,-0.910056
TH2,PM1,0,4,21996,-0.905172
TH2,PM1,0,4,22536,-0.900404
TH2,PM1,0,4,23076,-0.895743
TH2,PM1,0,4,23652,-0.890884
TH2,PM1,0,4,24192,-0.886429
TH2,PM1,0,4,24732,-0.882064
TH2,PM1,0,4,25272,-0.877786
TH2,PM1,0,4,25848,-0.873312
TH2,PM1,0,4,26388,-0.869198
TH2,PM1,0,4,26928,-0.865157
TH2,PM1,0,4,27468,-0.861187
TH2,PM1,0,4,28044,-0.857026
TH2,PM1,0,4,28584,-0.85319
TH2,PM1,0,4,29124,-0.849415
TH2,PM1,0,4,29664,-0.845697
TH2,PM1,0,4,30240,-0.841793
TH2,PM1,0,4,30780,-0.838188
TH2,PM1,0,4,31320,-0.834633
TH2,PM1,0,4,31860,-0.831126
TH2,PM1,0,4,32436,-0.827437
TH2,PM1,0,4,32976,-0.824025
TH2,PM1,0,4,33516,-0.820655
TH2,PM1,0,4,34056,-0.817326
TH2,PM1,0,4,34632,-0.813819
TH2,PM1,0,4,35172,-0.81057
TH2,PM1,0,4,35712,-0.807358
TH2,PM1,0,4,36252,-0.80418
TH2,PM1,0,4,36828,-0.800828
TH2,PM1,0,4,37368,-0.797719
TH2,PM1,0,4,37908,-0.794641
TH2,PM1,0,4,38448,-0.791593
TH2,PM1,0,4,39024,-0.788374
TH2,PM1,0,4,39564,-0.785385
TH2,PM1,0,4,40104,-0.782423
TH2,PM1,0,4,40644,-0.779487
TH2,PM1,0,4,41220,-0.776383
TH2,PM1,0,4,41760,-0.773498
TH2,PM1,0,4,42300,-0.770636
TH2,PM1,0,4,42840,-0.767797
TH2,PM1,0,4,43416,-0.764792
TH2,PM1,0,4,43956,-0.761997
TH2,PM1,0,4,44496,-0.759222
TH2,PM1,0,4,45036,-0.756467
TH2,PM1,0,4,45612,-0.753548
TH2,PM1,0,4,46152,-0.750831
TH2,PM1,0,4,46692,-0.748132
TH2,PM1,0,4,47232,-0.74545
TH2,PM1,0,4,47808,-0.742607
TH2,PM1,0,4,48348,-0.739958
TH2,PM1,0,4,48888,-0.737324
TH2,PM1,0,4,49428,-0.734705
TH2,PM1,0,4,50004,-0.731927
TH2,PM1,0,4,50544,-0.729337
TH2,PM1,0,4,51084,-0.726761
TH2,PM1,0,4,51624,-0.724197
TH2,PM1,0,4,52200,-0.721476
TH2,PM1,0,4,52740,-0.718937
TH2,PM1,0,4,53280,-0.716409
TH2,PM1,0,4,53820,-0.713893
TH2,PM1,0,4,54396,-0.71122
TH2,PM1,0,4,54936,-0.708725
TH2,PM1,0,4,55476,-0.70624
TH2,PM1,0,4,56016,-0.703765
TH2,PM1,0,4,56556,-0.701298
TH2,PM1,0,4,57132,-0.698676
TH2,PM1,0,4,57672,-0.696227
TH2,PM1,0,4,58212,-0.693786
TH2,PM1,0,4,58752,-0.691352
TH2,PM1,0,4,59328,-0.688765
TH2,PM1,0,4,59868,-0.686346
TH2,PM1,0,4,60408,-0.683933
TH2,PM1,0,4,60948,-0.681527
TH2,PM1,0,4,61524,-0.678968
TH2,PM1,0,4,62064,-0.676573
TH2,PM1,0,4,62604,-0.674185
TH2,PM1,0,4,63144,-0.671801
TH2,PM1,0,4,63720,-0.669263
TH2,PM1,0,4,64260,-0.666889
TH2,PM1,0,4,64800,-0.664519
TH2,PM1,0,4,65340,-0.662152
TH2,PM1,0,4,65916,-0.659632
TH2,PM1,0,4,66456,-0.657272
TH2,PM1,0,4,66996,-0.654915
TH2,PM1,0,4,67536,-0.652561
TH2,PM1,0,4,68112,-0.650053
TH2,PM1,0,4,68652,-0.647703
TH2,PM1,0,4,69192,-0.645356
TH2,PM1,0,4,69732,-0.643009
TH2,PM1,0,4,70308,-0.640508
TH2,PM1,0,4,70848,-0.638164
TH2,PM1,0,4,71388,-0.63582
TH2,PM1,0,4,71928,-0.633477
TH2,PM1,0,4,72504,-0.630978
TH2,PM1,0,4,73044,-0.628634
TH2,PM1,0,4,73584,-0.62629
TH2,PM1,0,4,74124,-0.623945
TH2,PM1,0,4,74700,-0.621443
TH2,PM1,0,4,75240,-0.619095
TH2,PM1,0,4,75780,-0.616746
TH2,PM1,0,4,76320,-0.614394
TH2,PM1,0,4,76896,-0.611884
TH2,PM1,0,4,77436,-0.609527
TH2,PM1,0,4,77976,-0.607167
TH2,PM1,0,4,78516,-0.604804
TH2,PM1,0,4,79092,-0.60228
TH2,PM1,0,4,79632,-0.599909
TH2,PM1,0,4,80172,-0.597534
TH2,PM1,0,4,80712,-0.595154
TH2,PM1,0,4,81288,-0.592609
TH2,PM1,0,4,81828,-0.590219
TH2,PM1,0,4,82368,-0.587822
TH2,PM1,0,4,82908,-0.585419
TH2,PM1,0,4,83484,-0.582849
TH2,PM1,0,4,84024,-0.580432
TH2,PM1,0,4,84564,-0.578008
TH2,PM1,0,4,85104,-0.575576
TH2,PM1,0,4,85680,-0.572973
TH2,PM1,0,4,86220,-0.570524
TH2,PM1,0,4,86760,-0.568065
TH2,PM1,0,4,87300,-0.565597
TH2,PM1,0,4,87876,-0.562953
TH2,PM1,0,4,88416,-0.560464
TH2,PM1,0,4,88956,-0.557963
TH2,PM1,0,4,89496,-0.555451
TH2,PM1,0,4,90072,-0.552757
TH2,PM1,0,4,90612,-0.550219
TH2,PM1,0,4,91152,-0.547667
TH2,PM1,0,4,91692,-0.545102
TH2,PM1,0,4,92268,-0.542348
TH2,PM1,0,4,92808,-0.539751
TH2,PM1,0,4,93348,-0.537138
TH2,PM1,0,4,93888,-0.534508
TH2,PM1,0,4,94464,-0.531683
TH2,PM1,0,4,95004,-0.529016
TH2,PM1,0,4,95544,-0.526329
TH2,PM1,0,4,96084,-0.523622
TH2,PM1,0,4,96660,-0.52071
TH2,PM1,0,4,97200,-0.517958
TH2,PM1,0,4,97740,-0.515183
TH2,PM1,0,4,98280,-0.512383
TH2,PM1,0,4,98856,-0.509368
TH2,PM1,0,4,99396,-0.506514
TH2,PM1,0,4,99936,-0.503632
TH2,PM1,0,4,100476,-0.50072
TH2,PM1,0,4,101052,-0.497582
TH2,PM1,0,4,101592,-0.494607
TH2,PM1,0,4,102132,-0.491598
TH2,PM1,0,4,102672,-0.488553
TH2,PM1,0,4,103248,-0.485263
TH2,PM1,0,4,103788,-0.482138
TH2,PM1,0,4,104328,-0.47897
TH2,PM1,0,4,104868,-0.475758
TH2,PM1,0,4,105444,-0.47228
TH2,PM1,0,4,105984,-0.468968
TH2,PM1,0,4,106524,-0.465604
TH2,PM1,0,4,107064,-0.462183
TH2,PM1,0,4,107640,-0.458469
TH2,PM1,0,4,108180,-0.454921
TH2,PM1,0,4,108720,-0.451305
TH2,PM1,0,4,109260,-0.447618
TH2,PM1,0,4,109800,-0.443853
TH2,PM1,0,4,110376,-0.439746
TH2,PM1,0,4,110916,-0.435803
TH2,PM1,0,4,111456,-0.431764
TH2,PM1,0,4,111996,-0.427621
TH2,PM1,0,4,112572,-0.423078
TH2,PM1,0,4,113112,-0.418692
TH2,PM1,0,4,113652,-0.414172
TH2,PM1,0,4,114192,-0.409505
TH2,PM1,0,4,114768,-0.404349
TH2,PM1,0,4,115308,-0.399331
TH2,PM1,0,4,115848,-0.394114
TH2,PM1,0,4,116388,-0.388674
TH2,PM1,0,4,116964,-0.382596
TH2,PM1,0,4,117504,-0.376604
TH2,PM1,0,4,118044,-0.370285
TH2,PM1,0,4,118584,-0.36359
TH2,PM1,0,4,119160,-0.355962
TH2,PM1,0,4,119700,-0.348268
TH2,PM1,0,4,120240,-0.33994
TH2,PM1,0,4,120780,-0.330833
TH2,PM1,0,4,121356,-0.320028
TH2,PM1,0,4,121896,-0.308561
TH2,PM1,0,4,122436,-0.295318
TH2,PM1,0,4,122976,-0.279501
TH2,PM1,0,4,123552,-0.258087
TH2,PM1,0,4,124092,-0.229969
TH2,PM1,0,4,124632,-0.180673
TH2,PM1,0,4,125172,0.329682
TH2,PM1,0,4,125748,0.643339
TH2,PM1,0,4,126288,0.783882
TH2,PM1,0,4,126828,0.88507
TH2,PM1,0,4,127368,0.965918
TH2,PM1,0,4,127944,1.0382
TH2,PM1,0,4,128484,1.09692
TH2,PM1,0,4,129024,1.14916
TH2,PM1,0,4,129564,1.19637
TH2,PM1,0,4,130140,1.24227
TH2,PM1,0,4,130680,1.28187
TH2,PM1,0,4,131220,1.3187
TH2,PM1,0,4,131760,1.35314
TH2,PM1,0,4,132336,1.38757
TH2,PM1,0,4,132876,1.41797
TH2,PM1,0,4,133416,1.44677
TH2,PM1,0,4,133956,1.47417
TH2,PM1,0,4,134532,1.50199
TH2,PM1,0,4,135072,1.52688
TH2,PM1,0,4,135612,1.55074
TH2,PM1,0,4,136152,1.57364
TH2,PM1,0,4,136728,1.5971
TH2,PM1,0,4,137268,1.61827
TH2,PM1,0,4,137808,1.6387
TH2,PM1,0,4,138348,1.65843
TH2,PM1,0,4,138924,1.67878
TH2,PM1,0,4,139464,1.69723
TH2,PM1,0,4,140004,1.71513
TH2,PM1,0,4,140544,1.7325
TH2,PM1,0,4,141120,1.75049
TH2,PM1,0,4,141660,1.76688
TH2,PM1,0,4,142200,1.7828
TH2,PM1,0,4,142740,1.7983
TH2,PM1,0,4,143316,1.81442
TH2,PM1,0,4,143856,1.82914
TH2,PM1,0,4,144396,1.84353
TH2,PM1,0,4,144936,1.85758
TH2,PM1,0,4,145512,1.87222
TH2,PM1,0,4,146052,1.88564
TH2,PM1,0,4,146592,1.89878
TH2,PM1,0,4,147132,1.91165
TH2,PM1,0,4,147708,1.92509
TH2,PM1,0,4,148248,1.93744
TH2,PM1,0,4,148788,1.94955
TH2,PM1,0,4,149328,1.96144
TH2,PM1,0,4,149904,1.97388
TH2,PM1,0,4,150444,1.98534
TH2,PM1,0,4,150984,1.99659
TH2,PM1,0,4,151524,2.00763
TH2,PM1,0,4,152100,2.0192
TH2,PM1,0,4,152640,2.02987
TH2,PM1,0,4,153180,2.04037
TH2,PM1,0,4,153720,2.05071
TH2,PM1,0,4,154296,2.06158
TH2,PM1,0,4,154836,2.0716
TH2,PM1,0,4,155376,2.08149
TH2,PM1,0,4,155916,2.09124
TH2,PM1,0,4,156492,2.10149
TH2,PM1,0,4,157032,2.11097
TH2,PM1,0,4,157572,2.12032
TH2,PM1,0,4,158112,2.12956
TH2,PM1,0,4,161280,2.18142
TH2,PM1,0,4,166680,2.26236
TH2,PM1,0,4,172080,2.33579
TH2,PM1,0,4,177480,2.40342
TH2,PM1,0,4,183240,2.47035
TH2,PM1,0,4,188640,2.52903
TH2,PM1,0,4,194040,2.58432
TH2,PM1,0,4,199440,2.63667
TH2,PM1,0,4,205200,2.68966
TH2,PM1,0,4,210600,2.73692
TH2,PM1,0,4,216000,2.78207
TH2,PM1,0,5,0,-5
TH2,PM1,0,5,630,-4.86591
TH2,PM1,0,5,1260,-4.02885
TH2,PM1,0,5,1890,-3.10663
TH2,PM1,0,5,2520,-2.3928
TH2,PM1,0,5,3150,-1.88257
TH2,PM1,0,5,3810,-1.51749
TH2,PM1,0,5,4440,-1.288
TH2,PM1,0,5,5070,-1.14261
TH2,PM1,0,5,5700,-1.05753
TH2,PM1,0,5,6330,-1.01491
TH2,PM1,0,5,6960,-1.00066
TH2,PM1,0,5,7590,-0.999768
TH2,PM1,0,5,8220,-0.998407
TH2,PM1,0,5,8850,-0.995843
TH2,PM1,0,5,9480,-0.992301
TH2,PM1,0,5,10110,-0.988028
TH2,PM1,0,5,10770,-0.982997
TH2,PM1,0,5,11400,-0.977836
TH2,PM1,0,5,12030,-0.972451
TH2,PM1,0,5,12660,-0.966932
TH2,PM1,0,5,13290,-0.961345
TH2,PM1,0,5,13920,-0.955738
TH2,PM1,0,5,14550,-0.950148
TH2,PM1,0,5,15180,-0.944597
TH2,PM1,0,5,15810,-0.939104
TH2,PM1,0,5,16440,-0.933681
TH2,PM1,0,5,17100,-0.928084
TH2,PM1,0,5,17730,-0.922826
TH2,PM1,0,5,18360,-0.917654
TH2,PM1,0,5,18990,-0.912569
TH2,PM1,0,5,19620,-0.907572
TH2,PM1,0,5,20250,-0.902662
TH2,PM1,0,5,20880,-0.897837
TH2,PM1,0,5,21510,-0.893096
TH2,PM1,0,5,22140,-0.888437
TH2,PM1,0,5,22770,-0.883857
TH2,PM1,0,5,23400,-0.879355
TH2,PM1,0,5,24060,-0.874717
TH2,PM1,0,5,24690,-0.870365
TH2,PM1,0,5,25320,-0.866082
TH2,PM1,0,5,25950,-0.861866
TH2,PM1,0,5,26580,-0.857715
TH2,PM1,0,5,27210,-0.853626
TH2,PM1,0,5,27840,-0.849598
TH2,PM1,0,5,28470,-0.845627
TH2,PM1,0,5,29100,-0.841713
TH2,PM1,0,5,29730,-0.837851
TH2,PM1,0,5,30360,-0.834042
TH2,PM1,0,5,31020,-0.830105
TH2,PM1,0,5,31650,-0.826396
TH2,PM1,0,5,32280,-0.822733
TH2,PM1,0,5,32910,-0.819115
TH2,PM1,0,5,33540,-0.815539
TH2,PM1,0,5,34170,-0.812005
TH2,PM1,0,5,34800,-0.808511
TH2,PM1,0,5,35430,-0.805056
TH2,PM1,0,5,36060,-0.801637
TH2,PM1,0,5,36690,-0.798254
TH2,PM1,0,5,37350,-0.794747
TH2,PM1,0,5,37980,-0.791434
TH2,PM1,0,5,38610,-0.788152
TH2,PM1,0,5,39240,-0.784902
TH2,PM1,0,5,39870,-0.781681
TH2,PM1,0,5,40500,-0.778489
TH2,PM1,0,5,41130,-0.775325
TH2,PM1,0,5,41760,-0.772188
TH2,PM1,0,5,42390,-0.769077
TH2,PM1,0,5,43020,-0.765991
TH2,PM1,0,5,43650,-0.762929
TH2,PM1,0,5,44310,-0.759746
TH2,PM1,0,5,44940,-0.756731
TH2,PM1,0,5,45570,-0.753738
TH2,PM1,0,5,46200,-0.750765
TH2,PM1,0,5,46830,-0.747813
TH2,PM1,0,5,47460,-0.744881
TH2,PM1,0,5,48090,-0.741967
TH2,PM1,0,5,48720,-0.739072
TH2,PM1,0,5,49350,-0.736194
TH2,PM1,0,5,49980,-0.733334
TH2,PM1,0,5,50610,-0.73049
TH2,PM1,0,5,51270,-0.727527
TH2,PM1,0,5,51900,-0.724714
TH2,PM1,0,5,52530,-0.721917
TH2,PM1,0,5,53160,-0.719133
TH2,PM1,0,5,53790,-0.716363
TH2,PM1,0,5,54420,-0.713606
TH2,PM1,0,5,55050,-0.710862
TH2,PM1,0,5,55680,-0.70813
TH2,PM1,0,5,56310,-0.70541
TH2,PM1,0,5,56940,-0.702701
TH2,PM1,0,5,57600,-0.699874
TH2,PM1,0,5,58230,-0.697187
TH2,PM1,0,5,58860,-0.694509
TH2,PM1,0,5,59490,-0.691841
TH2,PM1,0,5,60120,-0.689182
TH2,PM1,0,5,60750,-0.686532
TH2,PM1,0,5,61380,-0.68389
TH2,PM1,0,5,62010,-0.681256
TH2,PM1,0,5,62640,-0.678629
TH2,PM1,0,5,63270,-0.67601
TH2,PM1,0,5,63900,-0.673397
TH2,PM1,0,5,64560,-0.670666
TH2,PM1,0,5,65190,-0.668066
TH2,PM1,0,5,65820,-0.665472
TH2,PM1,0,5,66450,-0.662882
TH2,PM1,0,5,67080,-0.660298
TH2,PM1,0,5,67710,-0.657718
TH2,PM1,0,5,68340,-0.655143
TH2,PM1,0,5,68970,-0.652571
TH2,PM1,0,5,69600,-0.650003
TH2,PM1,0,5,70230,-0.647438
TH2,PM1,0,5,70860,-0.644876
TH2,PM1,0,5,71520,-0.642194
TH2,PM1,0,5,72150,-0.639637
TH2,PM1,0,5,72780,-0.637081
TH2,PM1,0,5,73410,-0.634527
TH2,PM1,0,5,74040,-0.631975
TH2,PM1,0,5,74670,-0.629422
TH2,PM1,0,5,75300,-0.626871
TH2,PM1,0,5,75930,-0.624319
TH2,PM1,0,5,76560,-0.621768
TH2,PM1,0,5,77190,-0.619216
TH2,PM1,0,5,77850,-0.616541
TH2,PM1,0,5,78480,-0.613986
TH2,PM1,0,5,79110,-0.61143
TH2,PM1,0,5,79740,-0.608872
TH2,PM1,0,5,80370,-0.606312
TH2,PM1,0,5,81000,-0.603748
TH2,PM1,0,5,81630,-0.601182
TH2,PM1,0,5,82260,-0.598612
TH2,PM1,0,5,82890,-0.596039
TH2,PM1,0,5,83520,-0.593461
TH2,PM1,0,5,84150,-0.590878
TH2,PM1,0,5,84810,-0.588167
TH2,PM1,0,5,85440,-0.585573
TH2,PM1,0,5,86070,-0.582974
TH2,PM1,0,5,86700,-0.580368
TH2,PM1,0,5,87330,-0.577755
TH2,PM1,0,5,87960,-0.575136
TH2,PM1,0,5,88590,-0.572508
TH2,PM1,0,5,89220,-0.569873
TH2,PM1,0,5,89850,-0.567229
TH2,PM1,0,5,90480,-0.564575
TH2,PM1,0,5,91110,-0.561912
TH2,PM1,0,5,91770,-0.559111
TH2,PM1,0,5,92400,-0.556426
TH2,PM1,0,5,93030,-0.55373
TH2,PM1,0,5,93660,-0.551022
TH2,PM1,0,5,94290,-0.5483
TH2,PM1,0,5,94920,-0.545566
TH2,PM1,0,5,95550,-0.542817
TH2,PM1,0,5,96180,-0.540054
